State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean,Year Average
New Mexico,2012,0.013742087632311968,0.0319654679665738,0.0006620808077994426,0.18521286629526482,0.057895625675487505
New Mexico,2013,0.011774788337988833,0.033043569832402205,0.0008035708016759776,0.21377225139664793,0.06484854509217874
New Mexico,2014,0.011576797132231404,0.030939074380165292,0.0005546323498622594,0.22067040495867773,0.06593522720523418
New Mexico,2015,0.011182752519886372,0.029849920454545473,0.0007007314801136367,0.22973725568181821,0.06786766503409092
New York,2000,0.023152018999999992,0.021247767515923548,0.007197874574309973,0.4646475828025477,0.12906131097319531
New York,2001,0.025036539767793613,0.020928449288256244,0.007818466459074719,0.49620935676156586,0.1374982030691726
New York,2002,0.0239698318362235,0.02201165414258189,0.006852474809248559,0.44348581117533714,0.12407994299084778
New York,2003,0.022887600456104957,0.021149246215943475,0.007459370619576195,0.5318723107971758,0.14584213202220012
New York,2004,0.0208851960848126,0.02111475345167655,0.007012407681459576,0.4381699625246556,0.12179557993565109
New York,2005,0.021330375225269326,0.02262368658178259,0.007361249253672864,0.40164240940254703,0.11323943011581795
New York,2006,0.019236236988085808,0.023703423351866558,0.004716221202541694,0.3213891072279592,0.09226124719261332
New York,2007,0.018541223912418314,0.02301991764705881,0.004982461643137262,0.3682209267973874,0.10369113250000045
New York,2008,0.01670422254999999,0.024348337499999987,0.004561814965277784,0.3167973763888906,0.09060293785104209
New York,2009,0.012976843763190169,0.0252027349693251,0.003362660903680989,0.24147653742331557,0.07075469426487796
New York,2010,0.01298050633359875,0.028120914012738904,0.003052101058121025,0.30495199124204037,0.08727637816162476
New York,2011,0.013096590103200004,0.02591315680000003,0.0025023290407999985,0.27783809039999985,0.07983754158599997
New York,2012,0.018094765563611462,0.02457397674418607,0.002536658103967169,0.3451694199726389,0.0975937050961009
New York,2013,0.017919658737864077,0.024628091539528423,0.0018250993661581155,0.3066892829403596,0.08776553314597754
New York,2014,0.016920592256302512,0.02405309523809523,0.001451086257703082,0.27651253921568547,0.07973432824194657
New York,2015,0.017165993538674037,0.023756726519337017,0.0010211034751381202,0.2630168715469611,0.07624017377002756
New York,2016,0.017847472824267793,0.023971518828451884,0.0010675151673640167,0.29504218828451934,0.08448217377615076
North Carolina,2000,0.015173354588397773,0.03465238950276241,0.0036906562182320436,0.619121671270718,0.16815951789502756
North Carolina,2001,0.013853614300940436,0.03374668025078368,0.003294095664576804,0.540545909090909,0.1478600748268025
North Carolina,2002,0.012265520980176213,0.037135281938326,0.0027593240770925147,0.43474683480176174,0.12172674044933912
North Carolina,2003,0.011955263360544208,0.03072186848072564,0.002907299986394554,0.48694040362811797,0.13313120886394558
North Carolina,2004,0.010630065490430623,0.030785011961722453,0.002383797124401912,0.430942588516747,0.1186853657733255
